Id,Time(seconds),Time(text),Latitude,Longitude,FlightMode,Altitude(feet),Altitude(meters),VpsAltitude(feet),VpsAltitude(meters),HSpeed(mph),HSpeed(m/s),GpsSpeed(mph),GpsSpeed(m/s),HomeDistance(feet),HomeDistance(meters),HomeLatitude,HomeLongitude,GpsCount,GpsLevel,BatteryPower(%),BatteryVoltage,BatteryVoltageDeviation,BatteryCell1Voltage,BatteryCell2Voltage,BatteryCell3Voltage,VelocityX,VelocityY,VelocityZ,Pitch,Roll,Yaw,Yaw(360),RcAileron,RcElevator,RcGyro,RcRudder,RcThrottle,NonGpsError,GoHomeStatus,AppTip,AppWarning,AppMessage
222,23.2,0m 23.2s,41.58304816,-109.29524713,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.5,13.0,41.58314402,-109.2951586,18,5,98,12.208,0.03,4.086,4.056,4.066,0,0,0,-1.2,3.4,-53.3,306.7,1024,1024,1024,1024,1024,,,,,
223,23.3,0m 23.3s,41.5830482,-109.29524712,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.5,13.0,41.58314402,-109.2951586,18,5,98,12.208,0.03,4.086,4.056,4.066,0,0,0,-1.1,2.9,-53.2,306.8,1024,1024,1024,1024,1024,,,,,
224,23.4,0m 23.4s,41.58304824,-109.29524715,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.5,12.9,41.58314402,-109.2951586,18,5,98,12.208,0.03,4.086,4.056,4.066,0,0,0,-1.1,3.5,-53.1,306.9,1024,1024,1024,1024,1024,,,,,
225,23.5,0m 23.5s,41.58304828,-109.2952472,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,NaN,NaN,42.5,12.9,41.58314402,-109.2951586,18,5,98,12.208,0.03,4.086,4.056,4.066,0,0,0,-1,3.3,-53,307,1024,1024,1024,1024,1024,,,,,
226,23.6,0m 23.6s,41.58304832,-109.29524728,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.5,12.9,41.58314402,-109.2951586,18,5,98,12.208,0.03,4.086,4.056,4.066,0,0,0,-0.5,3.3,-53,307,1024,1024,1024,1024,1024,,,,,
227,23.7,0m 23.7s,41.58304834,-109.29524735,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.5,12.9,41.58314402,-109.2951586,18,5,98,12.208,0.03,4.086,4.056,4.066,0,0,0,-0.3,3.3,-53,307,1024,1024,1024,1024,1024,,,,,
228,23.8,0m 23.8s,41.58304835,-109.29524741,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.5,13.0,41.58314402,-109.2951586,18,5,98,12.174,0.034,4.076,4.042,4.056,0,0,0,-0.6,3.1,-53,307,1024,1024,1024,1024,1024,,,,,
229,23.9,0m 23.9s,41.58304834,-109.29524745,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.5,13.0,41.58314402,-109.2951586,18,5,98,12.174,0.034,4.076,4.042,4.056,0,0,0,-0.4,3.7,-53,307,1024,1024,1024,1024,1024,,,,,
230,24,0m 24s,41.58304832,-109.29524747,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.5,13.0,41.58314402,-109.2951586,18,5,98,12.174,0.034,4.076,4.042,4.056,0,0,0,-0.8,3.1,-52.9,307.1,1024,1024,1024,1024,1024,,,,,
231,24.1,0m 24.1s,41.58304831,-109.29524746,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.5,13.0,41.58314402,-109.2951586,18,5,98,12.174,0.034,4.076,4.042,4.056,0,0,0,-1,3.1,-53,307,1024,1024,1024,1024,1024,,,,,
232,24.2,0m 24.2s,41.58304828,-109.29524744,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.5,13.0,41.58314402,-109.2951586,18,5,98,12.174,0.034,4.076,4.042,4.056,0,0,0,-1.2,2.9,-53.1,306.9,1024,1024,1024,1024,1024,,,Tap the screen lightly to focus.,,
233,24.3,0m 24.3s,41.58304827,-109.29524741,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.5,13.0,41.58314402,-109.2951586,18,5,98,12.174,0.034,4.076,4.042,4.056,0,0,0,-1.7,2.9,-53.1,306.9,1024,1024,1024,1024,1024,,,,,
234,24.4,0m 24.4s,41.58304825,-109.29524739,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.5,13.0,41.58314402,-109.2951586,18,5,98,12.174,0.034,4.076,4.042,4.056,0,0,0,-1.2,3.3,-53.1,306.9,1024,1024,1024,1024,1024,,,,,
235,24.5,0m 24.5s,41.58304825,-109.29524737,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.5,13.0,41.58314402,-109.2951586,18,5,98,12.174,0.034,4.076,4.042,4.056,0,0,0,-1.5,3.1,-53.1,306.9,1024,1024,1024,1024,1024,,,,,
236,24.6,0m 24.6s,41.58304824,-109.29524737,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.5,13.0,41.58314402,-109.2951586,18,5,98,12.174,0.034,4.076,4.042,4.056,0,0,0,-1.6,3,-53,307,1024,1024,1024,1024,1024,,,,,
237,24.7,0m 24.7s,41.58304823,-109.29524736,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.5,13.0,41.58314402,-109.2951586,18,5,98,12.174,0.034,4.076,4.042,4.056,0,0,0,-1.9,2.9,-53,307,1024,1024,1024,1024,1024,,,,,
238,24.8,0m 24.8s,41.58304821,-109.29524735,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.5,13.0,41.58314402,-109.2951586,18,5,98,12.174,0.034,4.076,4.042,4.056,0,0,0,-1.9,2.9,-53.1,306.9,1024,1024,1024,1024,1024,,,,,
239,24.9,0m 24.9s,41.58304818,-109.29524733,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.5,13.0,41.58314402,-109.2951586,18,5,98,12.174,0.034,4.076,4.042,4.056,0,0,0,-2,3,-53.1,306.9,1024,1024,1024,1024,1024,,,,,
240,25,0m 25s,41.58304815,-109.29524733,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.5,13.0,41.58314402,-109.2951586,18,5,98,12.174,0.034,4.076,4.042,4.056,0,0,0,-2,3,-53.1,306.9,1024,1024,1024,1024,1024,,,,,
241,25.1,0m 25.1s,41.58304815,-109.29524734,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.5,13.0,41.58314402,-109.2951586,18,5,98,12.174,0.034,4.076,4.042,4.056,0,0,0,-1.9,3,-53,307,1024,1024,1024,1024,1024,,,,,
242,25.3,0m 25.3s,41.58304816,-109.29524738,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.5,13.0,41.58314402,-109.2951586,18,5,98,12.174,0.034,4.076,4.042,4.056,0,0,0,-1.8,2.8,-53.1,306.9,1024,1024,1024,1024,1024,,,,,
243,25.4,0m 25.4s,41.58304815,-109.29524742,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.5,13.0,41.58314402,-109.2951586,18,5,98,12.174,0.034,4.076,4.042,4.056,0,0,0,-1.6,2.8,-53.1,306.9,1024,1024,1024,1024,1024,,,,,
244,25.6,0m 25.6s,41.58304811,-109.29524751,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.6,13.0,41.58314402,-109.2951586,18,5,98,12.174,0.034,4.076,4.042,4.056,0,0,0,-1.4,2.7,-53,307,1024,1024,1024,1024,1024,,,,,
245,25.8,0m 25.8s,41.58304811,-109.29524756,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.6,13.0,41.58314402,-109.2951586,18,5,98,12.186,0.034,4.081,4.047,4.058,0,0,0,-1.5,2.6,-53,307,1024,1024,364,1024,1024,,,,,
246,25.9,0m 25.9s,41.58304814,-109.2952476,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.6,13.0,41.58314402,-109.2951586,18,5,98,12.186,0.034,4.081,4.047,4.058,0,0,0,-1.5,2.5,-53,307,1024,1024,364,1024,1024,,,,,
247,26,0m 26s,41.58304814,-109.29524762,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.6,13.0,41.58314402,-109.2951586,18,5,98,12.186,0.034,4.081,4.047,4.058,0,0,0,-1.6,2.5,-53,307,1024,1024,364,1024,1024,,,,,
248,26.1,0m 26.1s,41.58304813,-109.29524764,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.6,13.0,41.58314402,-109.2951586,18,5,98,12.186,0.034,4.081,4.047,4.058,0,0,0,-1.6,2.5,-53,307,1024,1024,364,1024,1024,,,,,
249,26.2,0m 26.2s,41.58304811,-109.29524767,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.6,13.0,41.58314402,-109.2951586,18,5,98,12.186,0.034,4.081,4.047,4.058,0,0,0,-1.7,2.4,-53,307,1024,1024,364,1024,1024,,,,,
250,26.3,0m 26.3s,41.5830481,-109.29524772,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.6,13.0,41.58314402,-109.2951586,18,5,98,12.186,0.034,4.081,4.047,4.058,0,0,0,-1.4,2.6,-53.1,306.9,1024,1024,364,1024,1024,,,,,
251,26.4,0m 26.4s,41.58304809,-109.29524776,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.6,13.0,41.58314402,-109.2951586,18,5,98,12.186,0.034,4.081,4.047,4.058,0,0,0,-1.3,2.4,-53.1,306.9,1024,1024,364,1024,1024,,,,,
252,26.5,0m 26.5s,41.58304809,-109.29524778,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.6,13.0,41.58314402,-109.2951586,18,5,98,12.186,0.034,4.081,4.047,4.058,0,0,0,-1.1,2.5,-53.1,306.9,1024,1024,364,1024,1024,,,,,
253,26.6,0m 26.6s,41.58304809,-109.2952478,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.6,13.0,41.58314402,-109.2951586,18,5,98,12.186,0.034,4.081,4.047,4.058,0,0,0,-1.2,2.4,-53.1,306.9,1024,1024,364,1024,1024,,,,,
254,26.7,0m 26.7s,41.58304812,-109.29524783,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.6,13.0,41.58314402,-109.2951586,18,5,98,12.186,0.034,4.081,4.047,4.058,0,0,0,-1.5,2.3,-53,307,1024,1024,364,1024,1024,,,,,
255,26.8,0m 26.8s,41.58304811,-109.29524786,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.6,13.0,41.58314402,-109.2951586,18,5,98,12.181,0.034,4.079,4.045,4.057,0,0,0,-1.4,2.5,-53.1,306.9,1024,1024,364,1024,1024,,,,,
256,26.9,0m 26.9s,41.58304809,-109.29524788,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.6,13.0,41.58314402,-109.2951586,18,5,98,12.181,0.034,4.079,4.045,4.057,0,0,0,-1.5,2.4,-53.1,306.9,1024,1024,364,1024,1024,,,,,
257,27,0m 27s,41.58304807,-109.29524791,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.6,13.0,41.58314402,-109.2951586,18,5,98,12.181,0.034,4.079,4.045,4.057,0,0,0,-1.5,2.4,-53.1,306.9,1024,1024,364,1024,1024,,,,,
258,27.1,0m 27.1s,41.58304805,-109.29524796,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.7,13.0,41.58314402,-109.2951586,18,5,98,12.181,0.034,4.079,4.045,4.057,0,0,0,-1.4,2.6,-53,307,1024,1024,364,1024,1024,,,,,
259,27.2,0m 27.2s,41.58304803,-109.29524802,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.7,13.0,41.58314402,-109.2951586,18,5,98,12.181,0.034,4.079,4.045,4.057,0,0,0,-1.4,2.6,-53.1,306.9,1024,1024,364,1024,1024,,,,,
260,27.3,0m 27.3s,41.58304802,-109.29524808,P-GPS,1.6,0.5,2.6,0.8,0.0,0.0,0.0,0.0,42.7,13.0,41.58314402,-109.2951586,18,5,98,12.181,0.034,4.079,4.045,4.057,0,0,0,-1.1,2.7,-53.1,306.9,1024,1024,364,1024,1024,,,,,
261,27.4,0m 27.4s,41.58304802,-109.29524814,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.7,13.0,41.58314402,-109.2951586,18,5,98,12.181,0.034,4.079,4.045,4.057,0,0,0,-1,3,-53.1,306.9,1024,1024,364,1024,1024,,,,,
262,27.5,0m 27.5s,41.58304802,-109.29524819,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.7,13.0,41.58314402,-109.2951586,18,5,98,12.181,0.034,4.079,4.045,4.057,0,0,0,-1.1,2.8,-53.1,306.9,1024,1024,364,1024,1024,,,,,
263,27.6,0m 27.6s,41.58304801,-109.29524825,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.7,13.0,41.58314402,-109.2951586,18,5,98,12.181,0.034,4.079,4.045,4.057,0,0,0,-1.2,2.5,-53.1,306.9,1024,1024,364,1024,1024,,,,,
264,27.7,0m 27.7s,41.58304799,-109.29524832,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.7,13.0,41.58314402,-109.2951586,18,5,98,12.181,0.034,4.079,4.045,4.057,0,0,0,-1.1,2.4,-53.1,306.9,1024,1024,364,1024,1024,,,,,
265,27.8,0m 27.8s,41.58304797,-109.29524837,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.7,13.0,41.58314402,-109.2951586,18,5,98,12.181,0.034,4.079,4.045,4.057,0,0,0,-1,2.4,-53.1,306.9,1024,1024,364,1024,1024,,,,,
266,27.9,0m 27.9s,41.58304795,-109.29524839,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.8,13.0,41.58314402,-109.2951586,18,5,98,12.181,0.034,4.079,4.045,4.057,0,0,0,-1.1,2.5,-53.1,306.9,1024,1024,364,1024,1024,,,,,
267,28,0m 28s,41.58304795,-109.29524842,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.8,13.0,41.58314402,-109.2951586,18,5,98,12.181,0.034,4.079,4.045,4.057,0,0,0,-1.3,2.8,-53.1,306.9,1024,1024,364,1024,1024,,,,,
268,28.1,0m 28.1s,41.58304796,-109.29524845,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.8,13.0,41.58314402,-109.2951586,18,5,98,12.176,0.035,4.078,4.043,4.055,0,0,0,-1.4,2.7,-53.1,306.9,1024,1024,364,1024,1024,,,,,
269,28.2,0m 28.2s,41.58304799,-109.29524849,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.8,13.0,41.58314402,-109.2951586,18,5,98,12.176,0.035,4.078,4.043,4.055,0,0,0,-1.4,2.4,-53.2,306.8,1024,1024,1024,1024,1024,,,,,
270,28.3,0m 28.3s,41.58304801,-109.29524853,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.8,13.0,41.58314402,-109.2951586,18,5,98,12.176,0.035,4.078,4.043,4.055,0,0,0,-1.4,2.5,-53.2,306.8,1024,1024,1024,1024,1024,,,,,
271,28.4,0m 28.4s,41.58304803,-109.29524857,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.8,13.0,41.58314402,-109.2951586,18,5,98,12.176,0.035,4.078,4.043,4.055,0,0,0,-1.2,2.6,-53.1,306.9,1024,1024,1024,1024,1024,,,,,
272,28.5,0m 28.5s,41.58304805,-109.29524859,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.8,13.0,41.58314402,-109.2951586,18,5,98,12.176,0.035,4.078,4.043,4.055,0,0,0,-1.1,2.7,-53.1,306.9,1024,1024,1024,1024,1024,,,,,
273,28.6,0m 28.6s,41.58304807,-109.29524863,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.8,13.0,41.58314402,-109.2951586,18,5,98,12.176,0.035,4.078,4.043,4.055,0,0,0,-1.2,2.7,-53.2,306.8,1024,1024,1024,1024,1024,,,,,
274,28.7,0m 28.7s,41.58304809,-109.29524867,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.8,13.0,41.58314402,-109.2951586,18,5,98,12.176,0.035,4.078,4.043,4.055,0,0,0,-1,2.5,-53.2,306.8,1024,1024,1024,1024,1024,,,,,
275,28.8,0m 28.8s,41.5830481,-109.29524874,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.8,13.0,41.58314402,-109.2951586,18,5,98,12.176,0.035,4.078,4.043,4.055,0,0,0,-0.7,2.6,-53.2,306.8,1024,1024,1024,1024,1024,,,,,
276,28.9,0m 28.9s,41.58304811,-109.29524881,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.8,13.0,41.58314402,-109.2951586,18,5,98,12.176,0.035,4.078,4.043,4.055,0,0,0,-0.7,2.5,-53.3,306.7,1024,1024,1024,1024,1024,,,,,
277,29,0m 29s,41.58304812,-109.2952489,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.8,13.0,41.58314402,-109.2951586,18,5,98,12.176,0.035,4.078,4.043,4.055,0,0,0,-0.7,2.4,-53.2,306.8,1024,1024,1024,1024,1024,,,,,
278,29.1,0m 29.1s,41.58304812,-109.29524896,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.8,13.0,41.58314402,-109.2951586,18,5,98,12.176,0.035,4.078,4.043,4.055,0,0,0,-0.7,2.4,-53.2,306.8,1024,1024,1024,1024,1024,,,,,
279,29.2,0m 29.2s,41.58304812,-109.29524903,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.8,13.0,41.58314402,-109.2951586,18,5,98,12.176,0.035,4.078,4.043,4.055,0,0,0,-0.7,2.6,-53.2,306.8,1024,1024,1024,1024,1024,,,,,
280,29.3,0m 29.3s,41.58304811,-109.2952491,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.8,13.1,41.58314402,-109.2951586,18,5,98,12.176,0.035,4.078,4.043,4.055,0,0,0,-0.7,2.6,-53.1,306.9,1024,1024,1024,1024,1024,,,,,
281,29.4,0m 29.4s,41.5830481,-109.29524916,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.8,13.1,41.58314402,-109.2951586,18,5,98,12.176,0.035,4.078,4.043,4.055,0,0,0,-0.5,2.6,-53.1,306.9,1024,1024,1024,1024,1024,,,,,
282,29.5,0m 29.5s,41.5830481,-109.29524922,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.8,13.1,41.58314402,-109.2951586,18,5,98,12.176,0.035,4.078,4.043,4.055,0,0,0,-0.4,2.6,-53.2,306.8,1024,1024,1024,1024,1024,,,,,
283,29.6,0m 29.6s,41.58304808,-109.29524929,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.9,13.1,41.58314402,-109.2951586,18,5,98,12.176,0.035,4.078,4.043,4.055,0,0,0,-0.3,2.6,-53.1,306.9,1024,1024,1096,1024,1024,,,,,
284,29.7,0m 29.7s,41.58304807,-109.29524936,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.9,13.1,41.58314402,-109.2951586,18,5,98,12.176,0.035,4.078,4.043,4.055,0,0,0,-0.5,2.6,-53.2,306.8,1024,1024,1096,1024,1024,,,,,
285,29.8,0m 29.8s,41.58304808,-109.29524942,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.9,13.1,41.58314402,-109.2951586,18,5,98,12.176,0.035,4.078,4.043,4.055,0,0,0,-0.4,2.6,-53.2,306.8,1024,1024,1096,1024,1024,,,,,
286,29.9,0m 29.9s,41.58304811,-109.29524948,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.9,13.1,41.58314402,-109.2951586,18,5,98,12.163,0.034,4.073,4.039,4.051,0,0,0,-0.3,2.5,-53.2,306.8,1024,1024,1420,1024,1024,,,,,
287,30,0m 30s,41.58304813,-109.29524952,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.9,13.1,41.58314402,-109.2951586,18,5,98,12.163,0.034,4.073,4.039,4.051,0,0,0,-0.5,2.6,-53.2,306.8,1024,1024,1420,1024,1024,,,,,
288,30.1,0m 30.1s,41.58304814,-109.29524957,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.9,13.1,41.58314402,-109.2951586,18,5,98,12.163,0.034,4.073,4.039,4.051,0,0,0,-0.5,2.8,-53.2,306.8,1024,1024,1493,1024,1024,,,,,
289,30.2,0m 30.2s,41.58304814,-109.29524962,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.9,13.1,41.58314402,-109.2951586,18,5,98,12.163,0.034,4.073,4.039,4.051,0,0,0,-0.4,2.6,-53.2,306.8,1024,1024,1493,1024,1024,,,,,
290,30.3,0m 30.3s,41.58304813,-109.29524966,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.9,13.1,41.58314402,-109.2951586,18,5,98,12.163,0.034,4.073,4.039,4.051,0,0,0,-0.2,2.3,-53.1,306.9,1024,1024,1581,1024,1024,,,,,
291,30.4,0m 30.4s,41.58304813,-109.29524968,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.9,13.1,41.58314402,-109.2951586,18,5,98,12.163,0.034,4.073,4.039,4.051,0,0,0,-0.2,2.3,-53.1,306.9,1024,1024,1581,1024,1024,,,,,
292,30.5,0m 30.5s,41.58304816,-109.29524969,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.9,13.1,41.58314402,-109.2951586,18,5,98,12.163,0.034,4.073,4.039,4.051,0,0,0,-0.2,2,-53.2,306.8,1024,1024,1582,1024,1024,,,,,
293,30.6,0m 30.6s,41.58304817,-109.2952497,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.9,13.1,41.58314402,-109.2951586,18,5,98,12.163,0.034,4.073,4.039,4.051,0,0,0,-0.2,2,-53.2,306.8,1024,1024,1582,1024,1024,,,,,
294,30.8,0m 30.8s,41.58304816,-109.29524972,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.9,13.1,41.58314402,-109.2951586,18,5,98,12.163,0.034,4.073,4.039,4.051,0,0,0,-0.3,2.2,-53.1,306.9,1024,1024,1582,1024,1024,,,,,
295,30.9,0m 30.9s,41.58304815,-109.29524972,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.9,13.1,41.58314402,-109.2951586,18,5,98,12.16,0.035,4.073,4.038,4.049,0,0,0,-0.3,2.1,-53.1,306.9,1024,1024,1582,1024,1024,,,,,
296,31.1,0m 31.1s,41.58304817,-109.29524975,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.9,13.1,41.58314402,-109.2951586,18,5,98,12.16,0.035,4.073,4.038,4.049,0,0,0,-0.5,2.3,-53.2,306.8,1024,1024,1024,1024,1024,,,,,
297,31.2,0m 31.2s,41.5830482,-109.29524977,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.9,13.1,41.58314402,-109.2951586,18,5,98,12.16,0.035,4.073,4.038,4.049,0,0,0,-0.3,2.2,-53.2,306.8,1024,1024,1024,1024,1024,,,,,
298,31.3,0m 31.3s,41.58304822,-109.29524977,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.9,13.1,41.58314402,-109.2951586,18,5,97,12.16,0.035,4.073,4.038,4.049,0,0,0,-0.3,2,-53.1,306.9,1024,1024,1024,1024,1024,,,,,
299,31.4,0m 31.4s,41.58304823,-109.29524976,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.9,13.1,41.58314402,-109.2951586,18,5,97,12.16,0.035,4.073,4.038,4.049,0,0,0,-0.4,2,-53.2,306.8,1024,1024,1024,1024,1024,,,,,
300,31.5,0m 31.5s,41.58304824,-109.29524976,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.9,13.1,41.58314402,-109.2951586,18,5,97,12.16,0.035,4.073,4.038,4.049,0,0,0,-0.3,1.8,-53.1,306.9,1024,1024,1024,1024,1024,,,,,
301,31.6,0m 31.6s,41.58304825,-109.29524975,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.9,13.1,41.58314402,-109.2951586,18,5,97,12.16,0.035,4.073,4.038,4.049,0,0,0,-0.2,1.8,-53.1,306.9,1024,1024,1024,1024,1024,,,,,
302,31.7,0m 31.7s,41.58304825,-109.29524975,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.9,13.1,41.58314402,-109.2951586,18,5,97,12.16,0.035,4.073,4.038,4.049,0,0,0,-0.1,2.3,-53.2,306.8,1024,1024,1024,1024,1024,,,,,
303,31.8,0m 31.8s,41.58304824,-109.29524975,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.9,13.1,41.58314402,-109.2951586,18,5,97,12.16,0.035,4.073,4.038,4.049,0,0,0,-0.3,2.2,-53.2,306.8,1024,1024,1024,1024,1024,,,,,
304,31.9,0m 31.9s,41.58304824,-109.29524974,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.9,13.1,41.58314402,-109.2951586,18,5,97,12.16,0.035,4.073,4.038,4.049,0,0,0,-0.1,2.1,-53.2,306.8,1024,1024,1024,1024,1024,,,,,
305,32,0m 32s,41.58304824,-109.29524974,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.9,13.1,41.58314402,-109.2951586,18,5,97,12.16,0.035,4.073,4.038,4.049,0,0,0,-0.4,1.9,-53.3,306.7,1024,1024,1024,1024,1024,,,,,
306,32.1,0m 32.1s,41.58304825,-109.29524974,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.9,13.1,41.58314402,-109.2951586,18,5,97,12.16,0.035,4.073,4.038,4.049,0,0,0,-0.3,2,-53.2,306.8,1024,1024,1024,1024,1024,,,,,
307,32.2,0m 32.2s,41.58304827,-109.29524974,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.9,13.1,41.58314402,-109.2951586,18,5,97,12.16,0.035,4.073,4.038,4.049,0,0,0,-0.4,1.9,-53.2,306.8,1024,1024,1024,1024,1024,,,,,
308,32.3,0m 32.3s,41.5830483,-109.29524975,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.9,13.1,41.58314402,-109.2951586,18,5,97,12.16,0.035,4.073,4.038,4.049,0,0,0,-0.3,2,-53.2,306.8,1024,1024,1024,1024,1024,,,,,
309,32.4,0m 32.4s,41.58304833,-109.29524978,P-GPS,1.6,0.5,2.3,0.7,0.0,0.0,0.0,0.0,42.9,13.1,41.58314402,-109.2951586,18,5,97,12.16,0.035,4.073,4.038,4.049,0,0,0,-0.5,2.1,-53.1,306.9,1024,1024,1024,1024,1024,,,,,
